No,Platform,Phase/Delay,Indikator,Step Order,Task ID (Airflow),Tipe Step,Script/File,Config (.cfg),Parameter SP,SSH Host,Dependency,Status Convert,Tested/Untested,PIC,Catatan,DAG ID,Task Group,Source System,Target Layer,Tool Target GCP,Schedule/Cadence,Bukti Referensi,Priority,Due Date
2837,Cloudera,,Starlanding Finance,8,opr_ast_star_wh_di.Finance_CustomerSalesAreaViewModels,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
2838,Cloudera,,Starlanding Finance,9,opr_ast_star_wh_di.Finance_DivisionViewModels,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
2839,Cloudera,,Starlanding Finance,10,opr_ast_star_wh_di.Finance_GeneralLedgerAccounts,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
2840,Cloudera,,Starlanding Finance,11,opr_ast_star_wh_di.Finance_GeneralLedgerDocumentItems,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
2841,Cloudera,,Starlanding Finance,12,opr_ast_star_wh_di.Finance_GeneralLedgerDocuments,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
2842,Cloudera,,Starlanding Finance,13,opr_ast_star_wh_di.Finance_IncomingPaymentAllocationItems,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
2843,Cloudera,,Starlanding Finance,14,opr_ast_star_wh_di.Finance_IncomingPaymentAllocations,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
2844,Cloudera,,Starlanding Finance,15,opr_ast_star_wh_di.Finance_IncomingPaymentItems,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
2845,Cloudera,,Starlanding Finance,16,opr_ast_star_wh_di.Finance_IncomingPayments,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
2846,Cloudera,,Starlanding Finance,17,opr_ast_star_wh_di.Finance_InvoiceLeasingHistories,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
2847,Cloudera,,Starlanding Finance,18,opr_ast_star_wh_di.Finance_InvoiceLeasingManuals,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
2848,Cloudera,,Starlanding Finance,19,opr_ast_star_wh_di.Finance_InvoiceLeasings,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
2849,Cloudera,,Starlanding Finance,20,opr_ast_star_wh_di.Finance_InvoiceLeasingSearches,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
2850,Cloudera,,Starlanding Finance,21,opr_ast_star_wh_di.Finance_NpHeaders,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
2851,Cloudera,,Starlanding Finance,22,opr_ast_star_wh_di.Finance_OutgoingPaymentItems,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
2852,Cloudera,,Starlanding Finance,23,opr_ast_star_wh_di.Finance_OutgoingPayments,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
2853,Cloudera,,Starlanding Finance,24,opr_ast_star_wh_di.Finance_TransactionDocuments,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_finance,,Cloudera,L3,-,—,,P3,
,,,PIPELINE | starlanding_goodissue | —,,,,,,,,,Pending,,,,starlanding_goodissue,,Cloudera,L3,,—,,P3,
2854,Cloudera,,Starlanding Goodissue,1,opr_ast_star_wh_di.GoodIssue_PickingListDetails,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_goodissue,,Cloudera,L3,-,—,,P3,
2855,Cloudera,,Starlanding Goodissue,2,opr_ast_star_wh_di.GoodIssue_PickingLists,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_goodissue,,Cloudera,L3,-,—,,P3,
,,,PIPELINE | starlanding_goodreceipt | —,,,,,,,,,Pending,,,,starlanding_goodreceipt,,Cloudera,L3,,—,,P3,
2856,Cloudera,,Starlanding Goodreceipt,1,opr_ast_star_wh_di.GoodReceipt_GoodsReceiptParts,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_goodreceipt,,Cloudera,L3,-,—,,P3,
2857,Cloudera,,Starlanding Goodreceipt,2,opr_ast_star_wh_di.GoodReceipt_GoodsReceipts,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_goodreceipt,,Cloudera,L3,-,—,,P3,
2858,Cloudera,,Starlanding Goodreceipt,3,opr_ast_star_wh_di.GoodReceipt_ShippingListParts,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_goodreceipt,,Cloudera,L3,-,—,,P3,
2859,Cloudera,,Starlanding Goodreceipt,4,opr_ast_star_wh_di.GoodReceipt_ShippingLists,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_goodreceipt,,Cloudera,L3,-,—,,P3,
2860,Cloudera,,Starlanding Goodreceipt,5,opr_ast_star_wh_di.GoodReceipt_ShippingListUnits,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_goodreceipt,,Cloudera,L3,-,—,,P3,
2861,Cloudera,,Starlanding Goodreceipt,6,opr_ast_star_wh_di.GoodReceipt_Units,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_goodreceipt,,Cloudera,L3,-,—,,P3,
,,,PIPELINE | starlanding_inventory | —,,,,,,,,,Pending,,,,starlanding_inventory,,Cloudera,L3,,—,,P3,
2862,Cloudera,,Starlanding Inventory,1,opr_ast_star_wh_di.Inventory_CatalogueAccountingDatas,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2863,Cloudera,,Starlanding Inventory,2,opr_ast_star_wh_di.Inventory_CatalogueAttributes,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2864,Cloudera,,Starlanding Inventory,3,opr_ast_star_wh_di.Inventory_CatalogueDealerDatas,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2865,Cloudera,,Starlanding Inventory,4,opr_ast_star_wh_di.Inventory_CatalogueDealerMappings,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2866,Cloudera,,Starlanding Inventory,5,opr_ast_star_wh_di.Inventory_CatalogueFavorites,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2867,Cloudera,,Starlanding Inventory,6,opr_ast_star_wh_di.Inventory_CataloguePartCategories,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2868,Cloudera,,Starlanding Inventory,7,opr_ast_star_wh_di.Inventory_CataloguePartCategoryAHMs,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2869,Cloudera,,Starlanding Inventory,8,opr_ast_star_wh_di.Inventory_CataloguePartGroups,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2870,Cloudera,,Starlanding Inventory,9,opr_ast_star_wh_di.Inventory_CatalogueParts,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2871,Cloudera,,Starlanding Inventory,10,opr_ast_star_wh_di.Inventory_CataloguePOUnitSummaries,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2872,Cloudera,,Starlanding Inventory,11,opr_ast_star_wh_di.Inventory_Catalogues,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2873,Cloudera,,Starlanding Inventory,12,opr_ast_star_wh_di.Inventory_CatalogueSOSummaries,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2874,Cloudera,,Starlanding Inventory,13,opr_ast_star_wh_di.Inventory_CatalogueStandardPriceHistories,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2875,Cloudera,,Starlanding Inventory,14,opr_ast_star_wh_di.Inventory_CatalogueStatus,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2876,Cloudera,,Starlanding Inventory,15,opr_ast_star_wh_di.Inventory_CatalogueStockLogDetails,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2877,Cloudera,,Starlanding Inventory,16,opr_ast_star_wh_di.Inventory_CatalogueStockLogs,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2878,Cloudera,,Starlanding Inventory,17,opr_ast_star_wh_di.Inventory_CatalogueStockParts,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2879,Cloudera,,Starlanding Inventory,18,opr_ast_star_wh_di.Inventory_CatalogueStockPartSnapshots,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2880,Cloudera,,Starlanding Inventory,19,opr_ast_star_wh_di.Inventory_CatalogueStockUnits,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2881,Cloudera,,Starlanding Inventory,20,opr_ast_star_wh_di.Inventory_CatalogueUnitColorImages,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2882,Cloudera,,Starlanding Inventory,21,opr_ast_star_wh_di.Inventory_CatalogueUnitColors,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2883,Cloudera,,Starlanding Inventory,22,opr_ast_star_wh_di.Inventory_CatalogueUnitModelFeatures,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2884,Cloudera,,Starlanding Inventory,23,opr_ast_star_wh_di.Inventory_CatalogueUnitModels,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2885,Cloudera,,Starlanding Inventory,24,opr_ast_star_wh_di.Inventory_CatalogueUnitPrices,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2886,Cloudera,,Starlanding Inventory,25,opr_ast_star_wh_di.Inventory_CatalogueUnits,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2887,Cloudera,,Starlanding Inventory,26,opr_ast_star_wh_di.Inventory_CatalogueUnitSnapshots,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2888,Cloudera,,Starlanding Inventory,27,opr_ast_star_wh_di.Inventory_DealerPits,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2889,Cloudera,,Starlanding Inventory,28,opr_ast_star_wh_di.Inventory_DeliveryCars,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2890,Cloudera,,Starlanding Inventory,29,opr_ast_star_wh_di.Inventory_InventoryClosings,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2891,Cloudera,,Starlanding Inventory,30,opr_ast_star_wh_di.Inventory_LokasiKSUs,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2892,Cloudera,,Starlanding Inventory,31,opr_ast_star_wh_di.Inventory_MainDealerUnitDistributionSummaries,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2893,Cloudera,,Starlanding Inventory,32,opr_ast_star_wh_di.Inventory_MarketBrands,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2894,Cloudera,,Starlanding Inventory,33,opr_ast_star_wh_di.Inventory_MovingAveragePriceRecords,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2895,Cloudera,,Starlanding Inventory,34,opr_ast_star_wh_di.Inventory_MovingAveragePriceSummaries,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2896,Cloudera,,Starlanding Inventory,35,opr_ast_star_wh_di.Inventory_PartDemands,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2897,Cloudera,,Starlanding Inventory,36,opr_ast_star_wh_di.Inventory_SchedulerLogDetails,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2898,Cloudera,,Starlanding Inventory,37,opr_ast_star_wh_di.Inventory_ServiceRates,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2899,Cloudera,,Starlanding Inventory,38,opr_ast_star_wh_di.Inventory_ShippingListRecaps,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2900,Cloudera,,Starlanding Inventory,39,opr_ast_star_wh_di.Inventory_SimpartsMappings,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2901,Cloudera,,Starlanding Inventory,40,opr_ast_star_wh_di.Inventory_SimpartTargetDetails,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2902,Cloudera,,Starlanding Inventory,41,opr_ast_star_wh_di.Inventory_SimpartTargets,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2903,Cloudera,,Starlanding Inventory,42,opr_ast_star_wh_di.Inventory_SPKIndentQueues,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2904,Cloudera,,Starlanding Inventory,43,opr_ast_star_wh_di.Inventory_StockLevelParettoMatrixs,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2905,Cloudera,,Starlanding Inventory,44,opr_ast_star_wh_di.Inventory_StockRevaluationDetails,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2906,Cloudera,,Starlanding Inventory,45,opr_ast_star_wh_di.Inventory_StockRevaluations,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2907,Cloudera,,Starlanding Inventory,46,opr_ast_star_wh_di.Inventory_VehiclePartnerDetails,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2908,Cloudera,,Starlanding Inventory,47,opr_ast_star_wh_di.Inventory_Vehicles,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
2909,Cloudera,,Starlanding Inventory,48,opr_ast_star_wh_di.Inventory_VehicleSnapshot,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_inventory,,Cloudera,L3,-,—,,P3,
,,,PIPELINE | starlanding_wotemplate | —,,,,,,,,,Pending,,,,starlanding_wotemplate,,Cloudera,L3,,—,,P3,
2910,Cloudera,,Starlanding Wotemplate,1,opr_ast_star_wh_di.LCRActivityDealerSettings,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_wotemplate,,Cloudera,L3,-,—,,P3,
2911,Cloudera,,Starlanding Wotemplate,2,opr_ast_star_wh_di.WOTemplate_ActivityCapacity,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_wotemplate,,Cloudera,L3,-,—,,P3,
2912,Cloudera,,Starlanding Wotemplate,3,opr_ast_star_wh_di.WOTemplate_WorkTypes,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_wotemplate,,Cloudera,L3,-,—,,P3,
,,,PIPELINE | starlanding_leasing | —,,,,,,,,,Pending,,,,starlanding_leasing,,Cloudera,L3,,—,,P3,
2913,Cloudera,,Starlanding Leasing,1,opr_ast_star_wh_di.Leasing_MainLeasings,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_leasing,,Cloudera,L3,-,—,,P3,
,,,PIPELINE | starlanding_order | —,,,,,,,,,Pending,,,,starlanding_order,,Cloudera,L3,,—,,P3,
2914,Cloudera,,Starlanding Order,1,opr_ast_star_wh_di.Order_BillingSales,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_order,,Cloudera,L3,-,—,,P3,
2915,Cloudera,,Starlanding Order,2,opr_ast_star_wh_di.Order_BillingSalesDetail,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_order,,Cloudera,L3,-,—,,P3,
2916,Cloudera,,Starlanding Order,3,opr_ast_star_wh_di.Order_BillingSalesDetails,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_order,,Cloudera,L3,-,—,,P3,
2917,Cloudera,,Starlanding Order,4,opr_ast_star_wh_di.Order_DealerViewModels,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_order,,Cloudera,L3,-,—,,P3,
2918,Cloudera,,Starlanding Order,5,opr_ast_star_wh_di.Order_H302,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_order,,Cloudera,L3,-,—,,P3,
2919,Cloudera,,Starlanding Order,6,opr_ast_star_wh_di.Order_SalesOrderDetailParts,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_order,,Cloudera,L3,-,—,,P3,
2920,Cloudera,,Starlanding Order,7,opr_ast_star_wh_di.Order_SalesOrders,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_order,,Cloudera,L3,-,—,,P3,
,,,PIPELINE | starlanding_procurement | —,,,,,,,,,Pending,,,,starlanding_procurement,,Cloudera,L3,,—,,P3,
2921,Cloudera,,Starlanding Procurement,1,opr_ast_star_wh_di.Procurement_LeadTimes,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_procurement,,Cloudera,L3,-,—,,P3,
2922,Cloudera,,Starlanding Procurement,2,opr_ast_star_wh_di.Procurement_PurchaseOrderParts,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_procurement,,Cloudera,L3,-,—,,P3,
2923,Cloudera,,Starlanding Procurement,3,opr_ast_star_wh_di.Procurement_PurchaseOrders,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_procurement,,Cloudera,L3,-,—,,P3,
,,,PIPELINE | starlanding_purchase | —,,,,,,,,,Pending,,,,starlanding_purchase,,Cloudera,L3,,—,,P3,
2924,Cloudera,,Starlanding Purchase,1,opr_ast_star_wh_di.Purchase_Catalogues,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_purchase,,Cloudera,L3,-,—,,P3,
2925,Cloudera,,Starlanding Purchase,2,opr_ast_star_wh_di.Purchase_CatalogueUnitColors,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_purchase,,Cloudera,L3,-,—,,P3,
2926,Cloudera,,Starlanding Purchase,3,opr_ast_star_wh_di.Purchase_VehicleDocumentDetails,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_purchase,,Cloudera,L3,-,—,,P3,
2927,Cloudera,,Starlanding Purchase,4,opr_ast_star_wh_di.Purchase_VehicleDocumentHandOverDetails,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_purchase,,Cloudera,L3,-,—,,P3,
2928,Cloudera,,Starlanding Purchase,5,opr_ast_star_wh_di.Purchase_VehicleDocumentHandOvers,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_purchase,,Cloudera,L3,-,—,,P3,
2929,Cloudera,,Starlanding Purchase,6,opr_ast_star_wh_di.Purchase_VehicleDocumentTrackingDetails,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_purchase,,Cloudera,L3,-,—,,P3,
2930,Cloudera,,Starlanding Purchase,7,opr_ast_star_wh_di.Purchase_VehicleDocumentTrackings,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_purchase,,Cloudera,L3,-,—,,P3,
2931,Cloudera,,Starlanding Purchase,8,opr_ast_star_wh_di.Purchase_Vendors,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_purchase,,Cloudera,L3,-,—,,P3,
,,,PIPELINE | starlanding_reporting | —,,,,,,,,,Pending,,,,starlanding_reporting,,Cloudera,L3,,—,,P3,
2932,Cloudera,,Starlanding Reporting,1,opr_ast_star_wh_di.Reporting_DashboardDiagramColors,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_reporting,,Cloudera,L3,-,—,,P3,
2933,Cloudera,,Starlanding Reporting,2,opr_ast_star_wh_di.Reporting_EnumList,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_reporting,,Cloudera,L3,-,—,,P3,
2934,Cloudera,,Starlanding Reporting,3,opr_ast_star_wh_di.Reporting_OrderBillingSales,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_reporting,,Cloudera,L3,-,—,,P3,
2935,Cloudera,,Starlanding Reporting,4,opr_ast_star_wh_di.Reporting_OrderBillingSalesDetails,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_reporting,,Cloudera,L3,-,—,,P3,
2936,Cloudera,,Starlanding Reporting,5,opr_ast_star_wh_di.Reporting_OrderSalesOrderDetailParts,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_reporting,,Cloudera,L3,-,—,,P3,
2937,Cloudera,,Starlanding Reporting,6,opr_ast_star_wh_di.Reporting_OrderSalesOrders,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_reporting,,Cloudera,L3,-,—,,P3,
2938,Cloudera,,Starlanding Reporting,7,opr_ast_star_wh_di.Reporting_ProcurementPurchaseOrders,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_reporting,,Cloudera,L3,-,—,,P3,
2939,Cloudera,,Starlanding Reporting,8,opr_ast_star_wh_di.Reporting_SummaryKpiH2,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_reporting,,Cloudera,L3,-,—,,P3,
2940,Cloudera,,Starlanding Reporting,9,opr_ast_star_wh_di.Reporting_WorkshopInvoiceServices,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_reporting,,Cloudera,L3,-,—,,P3,
2941,Cloudera,,Starlanding Reporting,10,opr_ast_star_wh_di.Reporting_WorkshopPKB,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_reporting,,Cloudera,L3,-,—,,P3,
2942,Cloudera,,Starlanding Reporting,11,opr_ast_star_wh_di.Reporting_WorkshopPKBWorkList,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_reporting,,Cloudera,L3,-,—,,P3,
2943,Cloudera,,Starlanding Reporting,12,opr_ast_star_wh_di.Reporting_WorkshopPKBWorkListPart,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_reporting,,Cloudera,L3,-,—,,P3,
,,,PIPELINE | starlanding_resourcemgmt | —,,,,,,,,,Pending,,,,starlanding_resourcemgmt,,Cloudera,L3,,—,,P3,
2944,Cloudera,,Starlanding Resourcemgmt,1,opr_ast_star_wh_di.ResourceMgmt_PitDatas,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_resourcemgmt,,Cloudera,L3,-,—,,P3,
2945,Cloudera,,Starlanding Resourcemgmt,2,opr_ast_star_wh_di.ResourceMgmt_ShiftDetails,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_resourcemgmt,,Cloudera,L3,-,—,,P3,
2946,Cloudera,,Starlanding Resourcemgmt,3,opr_ast_star_wh_di.ResourceMgmt_Shifts,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_resourcemgmt,,Cloudera,L3,-,—,,P3,
,,,PIPELINE | starlanding_security | —,,,,,,,,,Pending,,,,starlanding_security,,Cloudera,L3,,—,,P3,
2947,Cloudera,,Starlanding Security,1,opr_ast_star_wh_di.Security_UserReferences,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_security,,Cloudera,L3,-,—,,P3,
2948,Cloudera,,Starlanding Security,2,opr_ast_star_wh_di.Security_Users,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_security,,Cloudera,L3,-,—,,P3,
,,,PIPELINE | starlanding_unitsales | —,,,,,,,,,Pending,,,,starlanding_unitsales,,Cloudera,L3,,—,,P3,
2949,Cloudera,,Starlanding Unitsales,1,opr_ast_star_wh_di.UnitSales_BillingDetail,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_unitsales,,Cloudera,L3,-,—,,P3,
2950,Cloudera,,Starlanding Unitsales,2,opr_ast_star_wh_di.UnitSales_Billings,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_unitsales,,Cloudera,L3,-,—,,P3,
2951,Cloudera,,Starlanding Unitsales,3,opr_ast_star_wh_di.UnitSales_BillingUnitPricingDetails,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_unitsales,,Cloudera,L3,-,—,,P3,
2952,Cloudera,,Starlanding Unitsales,4,opr_ast_star_wh_di.UnitSales_BusinessFields,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_unitsales,,Cloudera,L3,-,—,,P3,
2953,Cloudera,,Starlanding Unitsales,5,opr_ast_star_wh_di.UnitSales_CancelBillingDocuments,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_unitsales,,Cloudera,L3,-,—,,P3,
2954,Cloudera,,Starlanding Unitsales,6,opr_ast_star_wh_di.UnitSales_CatalogueAccountingDatasViewModels,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_unitsales,,Cloudera,L3,-,—,,P3,
2955,Cloudera,,Starlanding Unitsales,7,opr_ast_star_wh_di.UnitSales_CatalogueDealerMappingViewModels,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_unitsales,,Cloudera,L3,-,—,,P3,
2956,Cloudera,,Starlanding Unitsales,8,opr_ast_star_wh_di.UnitSales_CatalogueUnitColorImageViewModels,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_unitsales,,Cloudera,L3,-,—,,P3,
2957,Cloudera,,Starlanding Unitsales,9,opr_ast_star_wh_di.UnitSales_CatalogueUnitColorViewModels,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_unitsales,,Cloudera,L3,-,—,,P3,
2958,Cloudera,,Starlanding Unitsales,10,opr_ast_star_wh_di.UnitSales_CatalogueUnitPrices,-,-,-,-,-,-,Belum Convert,Untested,NIO,,starlanding_unitsales,,Cloudera,L3,-,—,,P3,
